  -6.0000000000000000        2.7267532299394382E-004
  -5.9000000000000004        1.8883321254539306E-005
  -5.8000000000000007        7.8717085199319993E-006
  -5.7000000000000002        4.1701660897027862E-006
  -5.6000000000000005        6.5582581442903719E-004
  -5.5000000000000000        7.1424248921698596E-004
  -5.4000000000000004        7.3520023120517283E-004
  -5.3000000000000007        3.0992835265593229E-004
  -5.2000000000000002        5.8538846684986188E-004
  -5.1000000000000005        8.5511510479993180E-004
  -5.0000000000000000        9.1330589842735465E-004
  -4.9000000000000004        6.2138947726409583E-004
  -4.8000000000000007        6.0929098464426420E-004
  -4.7000000000000002        4.8510158851113066E-004
  -4.6000000000000005        1.6640215428171263E-004
  -4.5000000000000000        6.1687904616852633E-004
  -4.4000000000000004        7.2182838599894731E-004
  -4.2999999999999998        8.0403233252215195E-004
  -4.2000000000000002        7.9116876786709583E-004
  -4.1000000000000005        7.8793376873298373E-004
  -4.0000000000000000        6.7023535158483279E-004
  -3.9000000000000004        5.5963487284231388E-004
  -3.8000000000000003        4.5288572453710684E-004
  -3.7000000000000002        3.5605292070101021E-004
  -3.6000000000000001        2.7718510514392021E-004
  -3.5000000000000000        2.0988474882841534E-004
  -3.4000000000000004        2.3871539897646956E-004
  -3.3000000000000003        1.1575994837072253E-004
  -3.2000000000000002        8.4627596841785726E-005
  -3.1000000000000001        6.1340261179048880E-005
  -3.0000000000000000        4.4761404875001784E-005
  -2.9000000000000004        2.7141351930065680E-006
  -2.8000000000000003        2.2308867124767471E-005
  -2.7000000000000002        1.5774252499378141E-005
  -2.6000000000000001        1.1098832138295031E-005
  -2.5000000000000000        7.7747757097364066E-006
  -2.4000000000000004        5.4336540394497008E-006
  -2.3000000000000003        6.7229396116769092E-006
  -2.2000000000000002        4.6974406981222058E-006
  -2.1000000000000001        3.2744160448683262E-006
  -2.0000000000000000        2.2783010993331810E-006
  -1.9000000000000001        1.5816248917978928E-006
  -1.8000000000000000        5.9772533486949140E-007
  -1.7000000000000002        4.1086217103392155E-007
  -1.6000000000000001        2.8205148996239181E-007
  -1.5000000000000000        1.9325558014269340E-007
  -1.4000000000000001        1.3229393637465960E-007
  -1.3000000000000000        9.0550307551371811E-008
  -1.2000000000000002        6.1969176514094796E-008
  -1.1000000000000001        8.3552526348580165E-008
  -1.0000000000000000        5.8211341758502450E-008
 -0.90000000000000002        2.0143821415392912E-008
 -0.80000000000000004        2.8698824221364323E-008
 -0.70000000000000007        9.7953278786093886E-009
 -0.60000000000000009        7.0038481818429503E-009
 -0.50000000000000000        1.0775243686762330E-008
 -0.40000000000000002        3.4651820088922487E-009
 -0.30000000000000004        3.4001520479473640E-009
 -0.20000000000000001        2.8805026818853755E-009
 -0.10000000000000001        1.7551965862731487E-009
   0.0000000000000000        5.8371447632785631E-010
  0.10000000000000001        1.7551965862731487E-009
  0.20000000000000001        2.8805026818853755E-009
  0.30000000000000004        3.4001520479473640E-009
  0.40000000000000002        3.4651820088922487E-009
  0.50000000000000000        1.0775243686762330E-008
  0.60000000000000009        7.0038481818429503E-009
  0.70000000000000007        9.7953278786093886E-009
  0.80000000000000004        2.8698824221364323E-008
  0.90000000000000002        2.0143821415392912E-008
   1.0000000000000000        5.8211341758502450E-008
   1.1000000000000001        8.3552526348580165E-008
   1.2000000000000002        6.1969176514094796E-008
   1.3000000000000000        9.0550307551371811E-008
   1.4000000000000001        1.3229393637465960E-007
   1.5000000000000000        1.9325558014269340E-007
   1.6000000000000001        2.8205148996239181E-007
   1.7000000000000002        4.1086217103392155E-007
   1.8000000000000000        5.9772533486949140E-007
   1.9000000000000001        1.5816248917978928E-006
   2.0000000000000000        2.2783010993331810E-006
   2.1000000000000001        3.2744160448683262E-006
   2.2000000000000002        4.6974406981222058E-006
   2.3000000000000003        6.7229396116769092E-006
   2.4000000000000004        5.4336540394497008E-006
   2.5000000000000000        7.7747757097364066E-006
   2.6000000000000001        1.1098832138295031E-005
   2.7000000000000002        1.5774252499378141E-005
   2.8000000000000003        2.2308867124767471E-005
   2.9000000000000004        2.7141351930065680E-006
   3.0000000000000000        4.4761404875001784E-005
   3.1000000000000001        6.1340261179048880E-005
   3.2000000000000002        8.4627596841785726E-005
   3.3000000000000003        1.1575994837072253E-004
   3.4000000000000004        2.3871539897646956E-004
   3.5000000000000000        2.0988474882841534E-004
   3.6000000000000001        2.7718510514392021E-004
   3.7000000000000002        3.5605292070101021E-004
   3.8000000000000003        4.5288572453710684E-004
   3.9000000000000004        5.5963487284231388E-004
   4.0000000000000000        6.7023535158483279E-004
   4.1000000000000005        7.8793376873298373E-004
   4.2000000000000002        7.9116876786709583E-004
   4.2999999999999998        8.0403233252215195E-004
   4.4000000000000004        7.2182838599894731E-004
   4.5000000000000000        6.1687904616852633E-004
   4.6000000000000005        1.6640215428171263E-004
   4.7000000000000002        4.8510158851113066E-004
   4.8000000000000007        6.0929098464426420E-004
   4.9000000000000004        6.2138947726409583E-004
   5.0000000000000000        9.1330589842735465E-004
   5.1000000000000005        8.5511510479993180E-004
   5.2000000000000002        5.8538846684986188E-004
   5.3000000000000007        3.0992835265593229E-004
   5.4000000000000004        7.3520023120517283E-004
   5.5000000000000000        7.1424248921698596E-004
   5.6000000000000005        6.5582581442903719E-004
   5.7000000000000002        4.1701660897027862E-006
   5.8000000000000007        7.8717085199319993E-006
   5.9000000000000004        1.8883321254539306E-005
   6.0000000000000000        2.7267532299394382E-004
